20 3 2
1000 1000 1000
1000 1000 1000

0	1426	1433
1	334	435
2	1405	1427
3	496	1022
4	551	1244
5	1054	1389
6	1246	1413
7	687	824
8	988	1354
9	878	1085
10	938	1042
11	868	1440
12	902	1176
13	1077	1353
14	990	1172
15	859	1417
16	1010	1296
17	1206	1395
18	1362	1407
19	859	969

333 290 997
697 864 829
555 566 695
581 290 352
705 4 866
81 961 458
663 397 438
734 281 198
24 233 764
310 27 702
586 344 324
323 593 78
523 782 746
43 337 107
198 753 610
892 756 922
121 403 576
204 917 900
762 112 681
773 833 735
