200 3 4
1000 1000 1000
1000 1000 1000
1000 1000 1000
1000 1000 1000

0	442	827
1	5	1050
2	739	837
3	105	609
4	216	1297
5	773	808
6	661	880
7	36	84
8	683	714
9	1220	1373
10	362	848
11	239	1362
12	1244	1269
13	552	703
14	822	883
15	126	1035
16	1056	1203
17	293	1265
18	392	661
19	80	765
20	156	549
21	1359	1379
22	844	1255
23	879	902
24	989	1209
25	1082	1253
26	865	984
27	390	557
28	1216	1291
29	1087	1329
30	423	826
31	378	1136
32	915	1080
33	1270	1414
34	896	917
35	216	1427
36	1375	1383
37	187	519
38	940	1357
39	687	838
40	77	1345
41	81	1085
42	145	859
43	194	624
44	790	1291
45	880	1320
46	173	1246
47	364	1184
48	1350	1360
49	921	1126
50	181	298
51	185	1207
52	255	1348
53	1369	1387
54	14	278
55	55	724
56	1389	1434
57	864	926
58	808	856
59	208	782
60	175	1282
61	1353	1391
62	467	1429
63	1247	1345
64	371	1233
65	1414	1436
66	463	464
67	511	1087
68	1367	1421
69	228	971
70	256	927
71	689	1254
72	513	584
73	735	1042
74	944	1263
75	327	1064
76	201	506
77	1252	1403
78	1002	1361
79	433	1264
80	476	730
81	32	1092
82	1281	1352
83	154	1109
84	1275	1357
85	96	832
86	301	522
87	126	539
88	37	741
89	840	1136
90	18	89
91	636	1129
92	201	610
93	702	1252
94	1289	1336
95	308	1439
96	14	424
97	619	1097
98	209	792
99	1310	1383
100	393	694
101	75	1285
102	1231	1394
103	670	882
104	143	543
105	477	963
106	980	1236
107	1289	1332
108	408	488
109	616	1114
110	513	1253
111	540	724
112	356	844
113	1267	1291
114	1232	1377
115	186	373
116	1269	1309
117	1295	1389
118	63	784
119	997	1089
120	1116	1343
121	263	948
122	998	1357
123	951	1277
124	185	1412
125	46	882
126	21	418
127	672	1048
128	1193	1421
129	673	1066
130	286	941
131	767	1134
132	1030	1346
133	1097	1222
134	65	367
135	797	945
136	188	1130
137	1362	1364
138	754	1173
139	226	1285
140	767	1072
141	794	880
142	167	1328
143	34	1115
144	1177	1300
145	1207	1235
146	1438	1440
147	1284	1432
148	690	894
149	699	723
150	902	957
151	113	1088
152	877	1010
153	716	1134
154	1230	1415
155	156	268
156	672	695
157	755	1138
158	882	1069
159	1437	1438
160	617	1199
161	636	1003
162	937	962
163	39	225
164	213	308
165	920	1317
166	736	742
167	1342	1352
168	1007	1277
169	395	1041
170	149	975
171	777	950
172	1110	1385
173	1172	1381
174	129	839
175	698	1376
176	854	1179
177	733	1409
178	1239	1264
179	1290	1359
180	561	1255
181	1222	1229
182	966	1013
183	501	824
184	933	991
185	303	904
186	1368	1435
187	247	940
188	1141	1234
189	1076	1279
190	424	968
191	212	969
192	415	453
193	796	1009
194	73	1057
195	629	721
196	1341	1354
197	326	805
198	391	808
199	1319	1330

233 214 400
652 947 29
873 292 340
626 137 282
416 417 53
34 879 953
811 560 628
418 289 902
503 907 886
428 388 337
633 853 880
416 348 417
701 373 955
258 903 373
803 591 220
454 817 725
481 585 847
528 817 550
940 567 778
127 302 640
687 984 474
554 887 779
895 593 554
306 619 822
148 47 917
609 1 206
480 818 325
611 588 183
49 562 846
25 530 113
873 493 484
509 49 711
311 655 283
548 12 725
246 44 483
367 319 294
408 599 503
26 494 130
288 683 443
421 979 176
300 513 557
493 944 595
114 901 767
915 820 188
656 662 493
691 41 341
227 633 28
801 189 526
932 663 481
786 497 740
938 520 994
140 327 977
456 493 547
927 455 404
254 275 101
944 190 468
230 562 240
773 126 225
377 675 353
946 752 594
795 197 596
472 540 99
521 477 770
125 329 367
173 389 925
989 278 879
230 263 283
172 265 799
611 11 108
78 441 268
985 206 77
515 199 715
621 134 648
767 17 254
917 351 355
939 431 705
687 982 492
380 698 730
265 665 812
394 927 729
49 309 342
297 491 577
457 306 622
757 280 664
553 800 815
610 274 329
427 87 342
961 753 11
528 898 523
873 441 59
760 620 7
705 280 302
633 61 818
822 866 946
265 726 295
594 378 246
638 784 170
851 822 904
74 237 506
519 233 63
951 455 950
540 735 240
38 510 429
167 555 207
241 592 65
119 59 496
369 978 818
795 862 427
43 293 853
188 998 443
104 202 576
614 606 194
228 270 667
101 661 640
518 384 388
882 252 949
844 988 556
864 802 988
99 777 243
964 387 819
245 903 675
474 993 268
866 766 184
561 415 685
741 362 685
197 298 35
977 317 28
429 127 629
746 467 96
261 594 778
28 821 708
761 47 608
238 828 901
449 82 40
739 544 422
604 120 156
608 485 176
737 794 813
914 34 398
797 222 642
683 675 597
904 20 271
215 543 284
381 854 851
290 956 900
319 756 339
873 158 83
280 795 924
628 417 600
625 850 388
995 857 894
829 908 294
570 532 215
434 791 60
830 758 674
428 995 450
856 901 719
186 456 992
54 914 622
392 142 374
859 835 648
614 650 823
498 366 416
147 730 378
204 288 954
661 22 915
722 837 365
416 370 87
375 503 82
785 302 941
878 977 965
418 519 604
511 750 957
256 529 685
985 407 718
296 583 460
403 815 204
299 696 543
693 484 571
207 421 333
339 260 102
579 529 730
788 880 174
156 699 760
737 840 797
716 827 672
668 477 514
529 245 941
627 637 880
843 288 713
502 2 880
119 323 341
790 285 325
408 50 25
259 930 577
194 574 941
660 389 631
439 440 441
811 298 486
893 140 800
