200 3 4
1000 1000 1000
1000 1000 1000
1000 1000 1000
1000 1000 1000

0	934	1074
1	432	1319
2	145	550
3	645	906
4	0	244
5	1251	1361
6	1026	1058
7	637	1256
8	680	1030
9	238	628
10	354	899
11	1101	1218
12	1017	1396
13	975	1202
14	980	1006
15	439	836
16	201	1035
17	12	1223
18	261	621
19	1247	1278
20	1048	1225
21	495	1389
22	582	798
23	118	894
24	1254	1374
25	858	883
26	1130	1293
27	1431	1436
28	254	1391
29	1314	1321
30	696	1016
31	728	765
32	116	497
33	740	968
34	972	1308
35	1174	1336
36	537	1429
37	580	948
38	101	1100
39	543	1009
40	981	1275
41	1158	1200
42	272	570
43	122	577
44	386	1065
45	565	1268
46	1097	1301
47	287	1133
48	1118	1367
49	520	1203
50	197	914
51	876	933
52	706	772
53	108	1354
54	928	1099
55	1062	1328
56	636	1436
57	690	1208
58	771	880
59	322	559
60	932	978
61	897	973
62	1127	1286
63	1318	1346
64	722	813
65	862	1060
66	311	645
67	129	1062
68	40	890
69	510	1362
70	563	876
71	541	778
72	526	1039
73	1249	1336
74	1225	1233
75	1175	1212
76	1313	1348
77	902	1403
78	1020	1082
79	1135	1181
80	1021	1108
81	1386	1431
82	795	1042
83	935	1043
84	1249	1381
85	666	907
86	1225	1308
87	652	1230
88	1183	1400
89	1363	1419
90	824	995
91	28	172
92	625	842
93	245	249
94	1114	1334
95	1390	1411
96	870	1150
97	1283	1288
98	458	1193
99	146	924
100	213	737
101	918	1406
102	975	1002
103	1338	1392
104	150	980
105	752	1103
106	282	1058
107	281	787
108	1221	1243
109	1364	1438
110	800	879
111	599	1216
112	378	822
113	637	859
114	336	485
115	957	1232
116	1189	1434
117	135	657
118	122	934
119	844	939
120	591	776
121	1184	1204
122	743	1238
123	301	1423
124	377	733
125	983	1332
126	536	729
127	327	397
128	512	1382
129	592	995
130	1179	1299
131	711	1279
132	976	1142
133	950	1168
134	54	321
135	1031	1358
136	66	270
137	960	1182
138	86	913
139	1171	1276
140	853	910
141	1159	1375
142	696	994
143	735	881
144	422	996
145	555	775
146	53	314
147	1159	1343
148	626	1381
149	59	1355
150	428	729
151	797	1415
152	819	1109
153	1174	1276
154	1407	1438
155	505	1336
156	1088	1331
157	1127	1277
158	1336	1337
159	539	1175
160	241	923
161	626	736
162	1288	1391
163	1006	1244
164	856	1332
165	698	1007
166	1076	1320
167	1262	1273
168	601	812
169	894	1377
170	941	1129
171	446	642
172	993	1073
173	1190	1214
174	1023	1114
175	139	1049
176	670	877
177	325	538
178	446	1298
179	1089	1215
180	1189	1276
181	1198	1377
182	1349	1403
183	637	906
184	95	1024
185	1098	1100
186	727	1094
187	1159	1377
188	185	1042
189	464	1302
190	1379	1427
191	52	1306
192	1425	1428
193	209	1397
194	197	1064
195	173	1005
196	489	1084
197	1290	1310
198	511	1235
199	230	1174

13 699 963
731 55 335
764 885 741
443 57 251
962 350 903
870 295 750
976 541 575
205 76 723
314 485 59
239 973 853
849 704 346
70 875 416
49 705 277
386 757 951
101 78 737
426 767 398
35 25 682
265 356 136
594 460 438
872 573 537
32 164 813
652 573 650
554 330 955
216 988 379
879 806 33
55 704 777
441 119 608
666 500 853
879 842 706
313 131 953
373 959 266
509 483 411
567 46 842
928 873 281
561 630 718
492 206 883
275 339 686
595 783 393
30 214 60
681 286 762
172 719 408
259 314 290
630 896 333
423 412 785
330 14 472
544 75 728
137 782 21
744 146 846
163 479 696
644 133 852
303 529 900
546 88 447
769 657 605
78 26 624
105 141 549
81 231 428
639 238 398
438 293 521
880 581 616
29 734 543
824 583 378
882 597 861
970 725 915
669 349 25
598 62 500
719 197 296
812 300 586
480 252 675
291 332 670
72 776 686
495 54 445
669 713 64
12 71 102
700 230 224
637 105 448
503 118 926
780 53 405
781 761 531
679 465 338
59 14 891
170 14 384
993 48 923
462 328 884
138 612 854
767 620 755
343 237 279
397 604 517
838 808 677
922 330 537
667 512 551
972 344 836
131 820 771
463 550 206
874 394 457
719 398 130
850 576 697
373 69 329
578 485 845
450 16 700
369 300 710
453 199 451
537 821 318
151 127 831
213 892 301
963 908 470
262 322 224
926 64 96
439 72 911
850 376 930
631 681 113
892 726 401
1 300 632
699 198 236
393 682 300
568 968 352
11 340 62
722 437 645
805 52 6
92 717 578
62 335 30
131 945 469
385 646 745
143 455 205
423 383 769
256 241 544
27 37 452
336 414 868
484 516 644
112 803 791
622 380 302
658 412 62
813 565 303
430 559 73
560 561 788
106 667 156
305 343 919
331 176 679
917 40 424
574 565 251
287 42 435
207 252 567
139 324 966
630 342 138
379 848 353
355 678 427
161 884 564
53 126 320
383 77 770
538 830 927
218 437 832
445 934 865
250 17 255
796 704 852
931 572 545
819 376 625
273 177 115
195 435 225
344 738 940
778 230 177
413 656 839
973 106 844
453 290 278
252 205 566
932 119 851
446 40 124
848 72 740
882 149 470
155 64 400
230 462 820
28 661 651
192 818 554
578 106 828
960 547 281
648 882 537
766 658 193
928 329 107
978 827 958
538 927 920
866 495 837
743 334 761
14 914 298
902 850 643
692 403 917
95 767 260
271 669 880
317 725 47
788 12 915
94 700 992
732 901 709
10 314 983
964 678 339
85 547 413
351 343 347
839 783 969
789 766 274
45 535 683
341 71 795
107 331 441
115 933 363
346 308 970
