200 3 4
1000 1000 1000
1000 1000 1000
1000 1000 1000
1000 1000 1000

0	1100	1412
1	779	1332
2	1418	1427
3	503	664
4	1312	1352
5	1152	1168
6	483	981
7	868	897
8	988	1410
9	740	843
10	175	1000
11	108	874
12	899	1173
13	414	1118
14	32	1373
15	1260	1316
16	8	693
17	1161	1163
18	505	783
19	617	1056
20	1322	1396
21	94	404
22	811	1237
23	360	633
24	135	170
25	584	1178
26	975	1432
27	1292	1416
28	782	1282
29	20	96
30	653	819
31	1270	1437
32	1432	1438
33	214	958
34	947	1368
35	245	1054
36	1093	1410
37	1325	1398
38	669	1399
39	1418	1435
40	1119	1210
41	1232	1354
42	1351	1410
43	998	1225
44	934	1019
45	757	1184
46	27	832
47	319	1424
48	285	977
49	172	321
50	187	927
51	900	915
52	19	1418
53	1073	1325
54	509	1073
55	298	696
56	233	295
57	588	793
58	531	614
59	191	489
60	1244	1351
61	1339	1419
62	563	968
63	586	1209
64	955	1371
65	1412	1419
66	602	1378
67	745	1357
68	1238	1377
69	47	237
70	1202	1410
71	348	748
72	1027	1292
73	465	1192
74	359	1138
75	1373	1427
76	1151	1180
77	470	1152
78	794	1266
79	855	1219
80	139	942
81	1005	1145
82	885	1021
83	315	1207
84	174	189
85	1185	1394
86	400	1276
87	730	764
88	25	1214
89	1040	1367
90	1208	1272
91	1359	1428
92	557	765
93	509	1351
94	517	1041
95	587	826
96	442	698
97	1236	1296
98	636	1285
99	1418	1424
100	1137	1350
101	1015	1437
102	236	524
103	1426	1438
104	419	993
105	342	544
106	423	776
107	880	931
108	1257	1325
109	980	1000
110	1168	1431
111	946	1169
112	1165	1269
113	1186	1210
114	1006	1178
115	688	869
116	258	1079
117	684	721
118	786	913
119	344	969
120	306	626
121	99	1054
122	200	765
123	1123	1220
124	825	1141
125	263	649
126	1356	1365
127	128	1001
128	448	887
129	1015	1101
130	397	583
131	772	1133
132	608	1323
133	304	415
134	686	1358
135	1094	1269
136	1033	1282
137	119	881
138	734	1277
139	629	835
140	1002	1421
141	171	280
142	1219	1414
143	465	924
144	1062	1199
145	267	1346
146	952	1404
147	826	1014
148	353	982
149	836	988
150	584	1180
151	1379	1391
152	15	940
153	963	1276
154	391	1272
155	1410	1413
156	490	678
157	117	479
158	7	1266
159	718	1135
160	1291	1296
161	966	1217
162	1202	1287
163	1004	1185
164	436	772
165	1215	1324
166	1232	1434
167	63	302
168	889	1114
169	1065	1420
170	533	1065
171	191	845
172	696	1300
173	1169	1327
174	115	734
175	807	819
176	1313	1329
177	271	1393
178	1289	1303
179	1283	1298
180	805	827
181	1075	1437
182	357	913
183	73	104
184	1210	1363
185	722	1390
186	259	1327
187	577	1174
188	867	1192
189	299	451
190	435	836
191	742	1411
192	1320	1403
193	688	1415
194	1074	1347
195	1286	1429
196	106	736
197	715	1176
198	1301	1408
199	322	654

40 147 603
976 937 770
905 996 287
538 729 512
598 123 640
865 609 873
243 329 375
336 612 84
374 318 131
174 808 995
485 130 111
913 746 704
164 768 129
731 451 823
60 830 835
638 515 369
833 978 526
439 861 981
269 68 532
825 80 814
13 861 116
136 700 1
125 769 649
118 513 578
533 72 846
812 874 973
651 121 710
579 328 264
528 166 732
992 458 133
256 826 93
96 127 404
391 784 277
480 276 965
254 958 533
930 244 993
755 171 776
440 616 767
834 473 402
653 158 16
416 259 482
212 487 84
452 85 488
664 376 679
622 157 449
112 53 104
612 949 700
577 142 319
520 278 467
224 121 272
992 945 968
323 285 236
11 143 143
178 403 239
147 67 450
960 435 535
338 362 256
373 733 178
24 679 706
240 644 147
824 464 379
211 362 954
765 728 113
673 726 425
271 354 235
313 102 493
905 224 63
830 86 734
654 370 274
341 534 658
86 941 80
702 981 648
371 656 95
99 337 163
599 347 947
516 317 108
917 599 734
921 239 885
259 307 186
401 642 478
185 990 383
686 73 493
842 787 188
557 441 980
27 386 298
40 886 517
949 184 125
64 318 682
607 40 601
979 300 412
706 220 276
532 624 213
609 824 25
636 683 464
576 759 20
626 525 302
605 960 954
572 672 188
452 275 856
616 200 730
443 610 881
581 588 861
160 399 978
116 757 14
551 765 697
715 321 370
956 193 8
741 244 23
489 795 440
724 103 460
85 378 808
988 345 298
926 15 626
903 30 101
434 320 792
225 299 773
94 739 928
618 109 55
597 914 504
196 738 160
308 122 963
134 627 793
514 195 146
950 988 606
972 699 345
711 995 857
492 152 671
907 175 828
701 928 803
615 214 190
8 813 382
823 184 314
24 945 359
617 719 531
644 963 164
340 816 811
663 910 699
629 950 368
374 96 749
550 794 768
505 505 212
882 188 412
185 555 513
638 341 706
7 908 914
632 560 7
238 393 912
829 701 197
778 712 435
127 99 358
19 982 742
858 547 358
888 149 803
731 788 841
923 869 443
809 890 215
491 378 112
989 677 619
800 372 364
166 197 303
750 426 629
985 783 809
576 463 465
663 820 382
966 355 754
611 486 994
818 275 456
416 27 683
318 613 919
920 74 814
495 360 747
397 6 436
643 56 743
586 606 291
166 403 26
684 48 174
193 55 572
200 704 731
667 998 764
365 975 319
661 796 795
271 216 298
311 709 183
564 529 971
427 832 33
948 487 186
495 685 127
261 615 54
226 307 744
123 55 144
172 969 585
948 124 945
465 785 81
711 755 435
14 730 934
263 51 847
338 73 785
423 810 305
977 533 81
737 163 170
