100 3 3
1000 1000 1000
1000 1000 1000
1000 1000 1000

0	856	1343
1	1277	1341
2	1079	1212
3	1058	1126
4	161	463
5	66	351
6	329	1352
7	219	257
8	63	1304
9	275	403
10	1099	1403
11	67	1421
12	660	1249
13	1364	1369
14	198	240
15	1066	1100
16	827	1093
17	393	852
18	1124	1336
19	97	510
20	1194	1272
21	1180	1409
22	943	1053
23	1306	1383
24	362	550
25	919	1216
26	720	772
27	336	1014
28	690	883
29	199	954
30	494	863
31	71	927
32	1427	1433
33	750	1162
34	928	1431
35	1236	1407
36	771	1217
37	48	1081
38	140	591
39	513	875
40	399	1076
41	269	1148
42	1261	1419
43	1026	1131
44	74	466
45	870	1146
46	567	1185
47	54	446
48	650	1204
49	127	530
50	196	1240
51	1061	1113
52	1287	1396
53	1420	1440
54	1104	1265
55	727	1179
56	290	1276
57	1116	1267
58	148	1012
59	261	1234
60	522	1310
61	703	1257
62	1384	1434
63	553	834
64	102	1414
65	354	410
66	649	1225
67	1067	1326
68	1256	1320
69	722	1154
70	220	411
71	1390	1400
72	504	616
73	1192	1340
74	66	1353
75	1243	1422
76	1036	1421
77	1269	1328
78	458	1191
79	405	638
80	481	1425
81	1057	1169
82	452	1293
83	127	1205
84	420	1150
85	418	1059
86	121	671
87	455	562
88	439	1202
89	1208	1333
90	917	1151
91	958	1429
92	774	838
93	1236	1374
94	1277	1372
95	307	1264
96	1110	1361
97	429	434
98	927	1372
99	1427	1437

239 938 248
443 52 7
237 497 420
417 600 271
380 895 944
249 403 897
7 29 655
454 756 276
778 996 492
329 673 56
879 912 120
243 285 981
220 604 785
405 635 618
958 252 490
929 356 301
79 260 619
164 835 667
638 710 228
174 405 663
541 664 469
96 223 918
146 367 765
911 435 570
19 408 230
998 331 392
391 598 153
600 338 988
822 422 377
159 118 848
278 917 90
734 270 297
902 101 287
172 959 482
568 68 391
734 41 205
32 125 881
651 138 604
973 726 284
666 544 879
969 563 760
799 144 450
136 181 152
254 591 708
9 37 940
935 369 246
396 399 879
270 928 77
906 805 850
338 727 64
672 199 482
202 358 932
124 808 381
207 286 95
407 721 189
411 558 530
626 700 174
39 152 348
532 331 200
901 370 283
584 932 571
438 236 344
917 443 648
779 161 1000
302 642 489
26 10 725
983 325 589
811 979 310
315 743 816
133 236 997
875 862 894
809 822 854
797 998 593
242 133 707
217 449 693
214 599 604
479 234 316
955 671 376
566 361 847
758 545 98
891 386 954
452 994 726
296 113 848
28 905 475
711 831 853
468 835 448
969 393 588
681 179 103
392 936 325
48 103 882
776 692 53
863 68 515
544 589 395
271 924 482
468 293 464
311 278 13
60 171 246
415 599 414
256 712 288
982 658 697
