100 3 3
1000 1000 1000
1000 1000 1000
1000 1000 1000

0	1293	1376
1	401	925
2	1349	1360
3	509	1012
4	475	1273
5	722	1328
6	625	1400
7	1260	1280
8	1392	1413
9	260	505
10	163	1078
11	932	1227
12	835	1113
13	123	619
14	1229	1434
15	51	886
16	1155	1302
17	219	300
18	983	1013
19	1321	1351
20	1162	1373
21	1306	1387
22	1070	1247
23	984	1426
24	609	629
25	392	839
26	1056	1393
27	476	1174
28	126	450
29	475	767
30	1000	1372
31	971	1072
32	1003	1100
33	654	676
34	45	1163
35	661	1110
36	432	1151
37	47	308
38	1052	1216
39	830	1225
40	96	1120
41	1242	1250
42	19	444
43	1220	1232
44	966	1174
45	130	1436
46	1378	1382
47	1002	1222
48	1001	1215
49	1271	1389
50	846	1029
51	205	1177
52	182	1028
53	868	1177
54	188	192
55	639	744
56	18	1235
57	822	1437
58	1270	1324
59	1230	1403
60	1096	1194
61	200	437
62	360	1014
63	1186	1393
64	1104	1434
65	1238	1406
66	1123	1124
67	355	995
68	658	1211
69	540	1162
70	1284	1405
71	1103	1376
72	275	842
73	402	1143
74	1372	1374
75	1139	1329
76	576	1174
77	919	1379
78	548	1263
79	204	411
80	875	1234
81	1059	1153
82	1177	1320
83	1077	1108
84	277	1260
85	409	1223
86	1334	1378
87	381	1309
88	1231	1234
89	1176	1198
90	527	1258
91	377	1111
92	1267	1291
93	1387	1395
94	1382	1402
95	502	1146
96	20	287
97	397	1368
98	1433	1439
99	726	1239

959 592 165
166 673 725
534 713 489
727 161 213
713 308 22
619 569 927
142 164 775
865 427 742
589 851 169
989 972 513
739 42 605
87 199 116
350 196 93
376 491 130
1000 401 335
394 762 271
611 322 78
467 453 767
402 286 21
659 621 575
448 907 124
542 876 508
208 972 647
757 190 416
241 103 982
973 964 957
880 758 18
220 389 267
668 166 648
81 564 966
438 132 348
626 255 235
172 991 901
639 737 770
282 281 657
82 865 395
739 989 462
77 189 405
880 876 304
420 171 310
870 884 133
536 875 245
860 140 643
312 177 582
194 383 23
945 101 353
54 41 306
171 596 313
215 208 903
932 444 922
222 500 932
825 889 42
194 577 133
146 299 471
571 267 585
98 929 809
894 688 15
360 14 679
753 84 855
799 138 804
130 641 210
321 22 434
768 622 182
446 340 900
423 849 529
339 29 655
24 442 788
498 457 695
409 450 501
530 50 877
538 306 182
44 716 239
845 778 729
828 207 658
460 633 40
409 650 881
335 800 344
691 937 373
443 44 623
548 989 531
60 361 984
809 936 724
373 315 743
589 329 124
559 476 453
116 575 845
719 48 886
947 210 698
354 839 949
577 529 907
513 908 698
327 807 646
274 198 442
961 625 38
848 858 665
919 906 45
340 203 556
871 718 469
87 178 262
708 987 343
