20 3 4
1000 1000 1000
1000 1000 1000
1000 1000 1000
1000 1000 1000

0	1233	1422
1	552	1385
2	1394	1431
3	322	1094
4	343	626
5	276	616
6	843	1400
7	1165	1336
8	164	184
9	1321	1322
10	68	685
11	649	831
12	1036	1308
13	1158	1313
14	963	1218
15	71	963
16	1236	1244
17	747	1419
18	893	1176
19	351	506

357 715 18
260 261 969
148 82 450
850 349 276
852 805 294
444 168 309
192 941 315
470 45 577
509 800 176
781 590 722
489 751 690
937 853 732
947 474 567
242 984 386
709 235 327
171 544 893
875 311 902
825 324 475
951 50 183
641 451 948
