Instance:Instances/0/80/3/3/instance0-80-3-3.data
Solution status:Mip1
Optimal Value=31
temps écoulé (en secondes):1.35773
IdMachine Nombre de jobs ordonnancés
0 11
1 10
2 10
IdMachine n°Job Si Fi 
0 18 664 722
0 19 910 1080
0 23 809 849
0 24 1392 1436
0 29 40 245
0 44 1082 1271
0 54 744 776
0 67 991 1229
0 69 1337 1378
0 72 263 594
0 73 799 803
1 9 1207 1229
1 20 1418 1425
1 26 539 799
1 41 702 996
1 43 1012 1139
1 51 1357 1391
1 52 66 389
1 56 1214 1349
1 78 1233 1323
1 79 1394 1411
2 0 578 756
2 5 103 278
2 10 1113 1246
2 11 327 482
2 25 292 296
2 28 1251 1287
2 36 564 863
2 42 1320 1366
2 49 1420 1437
2 64 886 1045
Instance:Instances/0/80/3/3/instance1-80-3-3.data
Solution status:Mip1
Optimal Value=34
temps écoulé (en secondes):1.2783
IdMachine Nombre de jobs ordonnancés
0 12
1 10
2 12
IdMachine n°Job Si Fi 
0 14 1345 1352
0 15 1181 1223
0 33 862 1118
0 34 1399 1422
0 35 752 760
0 53 1073 1097
0 56 1159 1168
0 59 1244 1260
0 65 1356 1390
0 70 637 692
0 75 1295 1305
0 77 42 568
1 1 1010 1208
1 10 1341 1362
1 19 27 282
1 32 346 388
1 45 1111 1182
1 48 467 918
1 61 1409 1438
1 67 392 424
1 73 1122 1312
1 76 693 821
2 0 842 1003
2 6 1060 1099
2 8 700 705
2 22 474 671
2 28 721 805
2 37 1401 1426
2 38 1342 1378
2 40 108 130
2 42 1056 1112
2 57 1142 1318
2 66 1117 1212
2 68 335 598
Instance:Instances/0/80/3/3/instance2-80-3-3.data
Solution status:Mip1
Optimal Value=30
temps écoulé (en secondes):1.38326
IdMachine Nombre de jobs ordonnancés
0 11
1 11
2 8
IdMachine n°Job Si Fi 
0 4 1303 1327
0 13 1435 1440
0 15 1198 1295
0 16 783 908
0 21 1393 1397
0 25 624 914
0 34 219 464
0 49 984 1092
0 56 480 561
0 60 1103 1145
0 70 1403 1422
1 19 203 675
1 30 765 893
1 33 1049 1093
1 36 1291 1405
1 37 33 152
1 41 1121 1127
1 45 1438 1440
1 46 909 1032
1 50 595 631
1 65 1270 1426
1 68 243 595
2 0 1315 1410
2 2 1322 1330
2 17 634 774
2 20 383 673
2 26 885 1056
2 62 148 521
2 73 1107 1134
2 78 1260 1312
Instance:Instances/0/80/3/3/instance3-80-3-3.data
Solution status:Mip1
Optimal Value=34
temps écoulé (en secondes):2.44775
IdMachine Nombre de jobs ordonnancés
0 13
1 12
2 9
IdMachine n°Job Si Fi 
0 2 1411 1435
0 7 1384 1405
0 8 1155 1260
0 10 482 533
0 19 627 1104
0 26 1270 1382
0 39 1378 1391
0 42 711 1137
0 51 1273 1366
0 60 538 1110
0 68 137 264
0 72 404 447
0 79 1402 1403
1 5 283 906
1 6 639 747
1 20 496 528
1 23 1259 1283
1 33 144 580
1 43 1353 1431
1 45 992 1070
1 62 1099 1420
1 71 1434 1438
1 74 1323 1339
1 75 827 1206
1 76 926 1184
2 11 1317 1408
2 28 1261 1420
2 29 1117 1177
2 30 963 1050
2 37 864 899
2 38 51 458
2 52 1061 1090
2 66 257 527
2 67 703 793
Instance:Instances/0/80/3/3/instance4-80-3-3.data
Solution status:Mip1
Optimal Value=34
temps écoulé (en secondes):1.99097
IdMachine Nombre de jobs ordonnancés
0 9
1 14
2 11
IdMachine n°Job Si Fi 
0 5 1334 1412
0 11 438 629
0 20 809 958
0 26 1428 1440
0 37 1111 1313
0 44 857 921
0 48 73 214
0 52 1051 1110
0 72 277 361
1 7 1275 1399
1 9 1315 1394
1 23 1117 1126
1 24 205 360
1 27 23 326
1 33 1142 1219
1 42 526 762
1 50 560 623
1 56 915 1000
1 66 774 810
1 68 1064 1104
1 71 400 526
1 73 1002 1039
1 77 1436 1439
2 0 1369 1428
2 4 1279 1340
2 14 102 722
2 28 564 605
2 39 1006 1214
2 57 32 370
2 65 744 975
2 69 1218 1238
2 76 1421 1433
2 78 1372 1382
2 79 1104 1132
Instance:Instances/0/80/3/3/instance5-80-3-3.data
Solution status:Mip1
Optimal Value=37
temps écoulé (en secondes):1.60472
IdMachine Nombre de jobs ordonnancés
0 13
1 11
2 13
IdMachine n°Job Si Fi 
0 23 586 1343
0 24 688 1010
0 25 88 529
0 28 534 659
0 29 120 183
0 37 891 1225
0 38 356 530
0 40 1316 1330
0 42 1412 1414
0 54 1163 1359
0 56 1351 1383
0 57 244 319
0 66 540 560
1 4 862 949
1 5 381 529
1 8 1395 1432
1 27 1394 1395
1 32 1255 1382
1 35 979 1063
1 52 125 177
1 60 1406 1419
1 69 558 724
1 71 1070 1248
1 78 34 473
2 3 1203 1305
2 9 1328 1362
2 10 476 655
2 15 1155 1168
2 30 684 703
2 45 152 182
2 61 739 1003
2 65 1413 1418
2 72 1177 1182
2 73 1383 1406
2 74 442 470
2 75 300 317
2 79 16 56
Instance:Instances/0/80/3/3/instance6-80-3-3.data
Solution status:Mip1
Optimal Value=33
temps écoulé (en secondes):1.98352
IdMachine Nombre de jobs ordonnancés
0 11
1 13
2 9
IdMachine n°Job Si Fi 
0 11 1406 1412
0 14 255 696
0 22 1288 1348
0 29 1045 1170
0 30 1427 1440
0 36 1229 1279
0 56 406 449
0 67 784 858
0 71 885 1033
0 73 276 628
0 79 1352 1378
1 19 1146 1166
1 26 1364 1387
1 38 1197 1351
1 42 486 491
1 48 795 837
1 49 635 1040
1 51 386 468
1 52 1173 1191
1 62 626 635
1 63 1398 1436
1 64 18 284
1 66 569 612
1 68 849 1118
2 0 1323 1429
2 3 1240 1291
2 8 393 696
2 9 999 1167
2 18 1376 1411
2 45 921 978
2 46 833 905
2 59 151 389
2 69 34 702
Instance:Instances/0/80/3/3/instance7-80-3-3.data
Solution status:Mip1
Optimal Value=30
temps écoulé (en secondes):1.47296
IdMachine Nombre de jobs ordonnancés
0 10
1 11
2 9
IdMachine n°Job Si Fi 
0 6 1357 1384
0 8 1067 1105
0 14 744 866
0 24 238 280
0 26 188 202
0 30 1185 1286
0 44 875 1030
0 54 361 508
0 64 628 642
0 71 271 321
1 0 1099 1250
1 1 1259 1297
1 4 419 779
1 13 803 897
1 25 987 1098
1 29 52 292
1 34 1357 1367
1 51 457 970
1 61 1314 1353
1 73 1428 1430
1 75 348 350
2 2 385 502
2 3 1260 1346
2 7 1348 1393
2 9 785 827
2 15 377 1080
2 40 968 1243
2 43 252 351
2 46 998 1158
2 53 652 826
Instance:Instances/0/80/3/3/instance8-80-3-3.data
Solution status:Mip1
Optimal Value=31
temps écoulé (en secondes):1.77663
IdMachine Nombre de jobs ordonnancés
0 11
1 9
2 11
IdMachine n°Job Si Fi 
0 0 1242 1301
0 16 908 1014
0 30 1053 1202
0 35 1436 1437
0 40 259 310
0 45 462 471
0 53 577 784
0 54 840 841
0 63 1389 1435
0 71 1090 1230
0 75 152 188
1 8 962 1124
1 9 1200 1351
1 29 29 312
1 38 1383 1395
1 57 736 925
1 64 1367 1368
1 69 585 685
1 76 378 542
1 77 1396 1422
2 2 1365 1410
2 3 553 1186
2 6 1218 1275
2 17 534 645
2 19 1103 1135
2 42 145 430
2 44 1287 1350
2 48 62 515
2 59 439 1155
2 60 923 1082
2 73 1411 1423
Instance:Instances/0/80/3/3/instance9-80-3-3.data
Solution status:Mip1
Optimal Value=27
temps écoulé (en secondes):1.9311
IdMachine Nombre de jobs ordonnancés
0 9
1 8
2 10
IdMachine n°Job Si Fi 
0 0 150 562
0 5 916 1050
0 10 1064 1267
0 29 420 710
0 40 764 845
0 61 1317 1430
0 64 223 264
0 71 999 1274
0 79 896 901
1 4 1033 1122
1 15 32 447
1 20 888 955
1 32 1424 1440
1 52 1230 1387
1 66 1158 1171
1 72 527 794
1 75 830 843
2 2 751 979
2 6 459 713
2 7 342 456
2 8 1288 1377
2 17 1228 1277
2 21 1439 1440
2 22 1403 1429
2 27 110 256
2 46 1043 1166
2 60 1041 1214
