60 3 4
1000 1000 1000
1000 1000 1000
1000 1000 1000
1000 1000 1000

0	543	1171
1	312	643
2	136	166
3	87	514
4	783	1361
5	572	1332
6	969	1024
7	1129	1323
8	1044	1152
9	214	1255
10	371	1213
11	984	1324
12	1080	1218
13	71	326
14	56	258
15	405	1012
16	234	1176
17	460	846
18	198	285
19	828	899
20	51	1309
21	1247	1354
22	723	1416
23	359	713
24	22	533
25	1295	1414
26	581	1045
27	1130	1183
28	39	514
29	878	1355
30	1040	1103
31	1391	1414
32	914	1266
33	898	1310
34	571	858
35	122	775
36	305	744
37	434	1068
38	221	471
39	952	1132
40	932	1361
41	1374	1380
42	443	711
43	973	1210
44	1252	1272
45	140	794
46	471	1395
47	1399	1410
48	35	1071
49	481	740
50	1427	1434
51	688	1123
52	555	1199
53	58	975
54	1267	1384
55	907	1196
56	1182	1397
57	96	417
58	63	245
59	530	929

607 572 634
350 50 534
307 594 491
163 73 583
741 129 995
549 397 727
374 258 773
331 638 166
349 226 372
450 118 632
710 262 57
517 34 785
196 449 206
252 689 987
279 810 318
876 915 410
369 640 932
447 631 242
677 982 640
371 92 206
949 657 96
813 613 8
339 679 377
743 453 563
88 561 992
588 484 564
245 96 628
41 972 389
318 593 751
12 172 192
233 13 379
138 956 323
217 21 651
356 9 997
114 54 511
889 864 565
20 199 421
234 395 839
520 65 191
143 160 514
611 86 194
771 573 650
741 422 936
383 802 583
35 597 504
171 504 670
114 177 900
539 949 343
172 202 937
757 513 302
810 628 642
700 471 210
201 668 785
241 200 488
714 59 364
616 560 497
476 948 961
330 197 584
644 480 354
390 631 53
