20 3 3
1000 1000 1000
1000 1000 1000
1000 1000 1000

0	1328	1349
1	1272	1346
2	628	749
3	537	849
4	772	1347
5	1323	1379
6	701	957
7	228	1279
8	953	1349
9	1202	1263
10	596	1378
11	629	912
12	1390	1400
13	1363	1430
14	1021	1125
15	1020	1201
16	1022	1395
17	378	641
18	729	1309
19	587	1209

719 972 257
729 555 683
212 639 405
742 988 734
177 849 321
471 336 553
965 70 493
83 541 500
302 575 988
759 202 577
568 843 179
782 601 415
202 326 270
944 185 748
549 42 631
458 193 46
393 783 603
697 655 456
334 331 680
559 666 493
