80 3 4
1000 1000 1000
1000 1000 1000
1000 1000 1000
1000 1000 1000

0	1274	1415
1	964	1153
2	794	1059
3	589	811
4	942	1005
5	304	371
6	1437	1439
7	669	1243
8	843	1363
9	635	881
10	713	776
11	110	810
12	1252	1340
13	766	996
14	208	804
15	107	160
16	1362	1386
17	1	223
18	188	219
19	804	1233
20	512	561
21	1012	1424
22	1038	1090
23	894	1429
24	1108	1389
25	257	1261
26	1284	1319
27	554	864
28	1337	1389
29	268	1006
30	1107	1338
31	1152	1286
32	639	1135
33	765	1153
34	1050	1219
35	827	1326
36	1090	1422
37	893	974
38	1121	1131
39	719	1179
40	143	412
41	1022	1204
42	560	1165
43	1376	1411
44	746	1108
45	689	942
46	1017	1361
47	1110	1209
48	570	1101
49	76	1170
50	183	851
51	469	1112
52	278	348
53	1026	1027
54	860	1388
55	8	506
56	759	771
57	167	1132
58	893	1224
59	415	875
60	137	232
61	937	1251
62	1075	1254
63	23	1352
64	665	718
65	644	743
66	633	1387
67	1004	1233
68	105	903
69	960	1295
70	502	1083
71	828	1183
72	333	1037
73	358	1348
74	391	1047
75	374	1400
76	88	268
77	1009	1393
78	927	1147
79	358	619

91 80 408
487 586 874
701 289 818
593 527 218
223 37 502
453 476 176
921 705 46
334 348 120
909 499 184
581 199 186
301 184 942
125 998 369
111 883 244
550 94 146
13 987 409
52 574 631
321 530 112
998 259 585
265 152 731
734 783 466
219 651 883
257 397 488
480 334 804
144 18 529
715 510 961
837 642 667
310 599 895
546 768 906
229 98 460
894 733 571
796 257 420
992 536 223
668 752 329
656 552 704
53 68 124
631 552 529
324 391 606
583 4 190
568 412 768
734 974 851
483 879 824
331 787 252
966 71 602
283 958 247
321 912 943
254 657 426
275 112 57
219 469 191
58 53 806
636 803 381
288 56 214
910 20 197
680 984 151
417 715 292
719 522 504
556 719 130
197 401 59
276 145 761
982 798 278
8 17 818
331 528 475
43 77 836
816 306 779
860 316 858
425 579 917
390 603 945
699 258 197
312 255 129
224 595 706
275 481 734
501 129 624
664 415 986
793 121 755
134 259 547
853 750 80
661 402 278
198 259 933
854 484 171
123 965 684
467 759 900
