80 3 2
1000 1000 1000
1000 1000 1000

0	491	536
1	620	1338
2	96	1212
3	374	704
4	1353	1402
5	617	1252
6	672	1005
7	1208	1339
8	20	1096
9	58	334
10	614	759
11	11	368
12	418	1412
13	301	1238
14	358	498
15	723	1019
16	62	682
17	1330	1384
18	593	1258
19	294	602
20	1016	1112
21	702	757
22	1218	1281
23	1120	1123
24	980	1072
25	523	1283
26	1055	1400
27	439	588
28	267	592
29	309	713
30	633	898
31	963	1361
32	1319	1399
33	1269	1359
34	243	975
35	1171	1385
36	1435	1438
37	645	836
38	497	1256
39	252	680
40	1353	1372
41	1153	1221
42	90	1191
43	1158	1221
44	517	1099
45	1376	1414
46	893	939
47	700	710
48	641	1019
49	1100	1230
50	139	905
51	496	958
52	1123	1239
53	652	1309
54	1413	1439
55	1427	1440
56	475	1256
57	788	1226
58	237	992
59	600	1027
60	521	784
61	244	578
62	824	1372
63	578	684
64	1220	1276
65	855	885
66	101	1337
67	590	1154
68	1426	1432
69	1220	1435
70	1047	1403
71	343	1364
72	1147	1256
73	1053	1429
74	1330	1429
75	541	778
76	1082	1343
77	785	1274
78	347	1124
79	1186	1225

300 769 192
396 371 583
485 959 852
228 635 674
125 448 187
234 106 623
5 550 278
869 897 693
993 23 807
204 143 6
880 693 132
794 742 968
120 128 793
189 532 892
405 687 704
621 158 633
508 55 890
975 961 187
437 942 322
826 642 390
798 773 120
877 743 455
54 751 291
963 728 664
987 526 856
720 629 213
352 121 685
505 628 92
854 499 229
462 42 589
620 129 467
972 328 842
306 162 391
974 929 200
724 919 787
120 789 8
30 173 922
900 285 75
422 5 401
662 60 786
927 619 276
950 768 247
849 104 687
956 957 732
592 747 954
694 347 702
283 150 269
322 158 403
300 321 166
133 508 592
66 727 926
908 25 950
181 837 481
307 411 457
185 818 37
465 214 863
417 868 691
877 477 92
521 975 961
454 465 732
786 508 806
83 376 274
456 63 752
426 516 359
845 198 884
992 60 666
227 261 8
729 94 127
778 871 127
957 924 990
586 177 103
866 38 620
539 612 693
282 377 465
527 172 618
252 154 454
888 388 576
708 303 862
49 493 941
149 340 751
