60 3 3
1000 1000 1000
1000 1000 1000
1000 1000 1000

0	169	216
1	976	1166
2	516	863
3	536	585
4	1175	1269
5	631	1216
6	846	1121
7	786	1001
8	1319	1408
9	1295	1420
10	371	833
11	1047	1217
12	89	702
13	63	960
14	196	507
15	934	946
16	355	1190
17	1289	1369
18	909	1263
19	499	1112
20	1176	1216
21	257	941
22	614	1196
23	1154	1246
24	398	524
25	36	94
26	282	828
27	1357	1411
28	904	924
29	1253	1389
30	138	336
31	155	810
32	1064	1087
33	33	1357
34	387	912
35	68	607
36	864	1334
37	342	905
38	1247	1423
39	1288	1346
40	693	1289
41	897	1179
42	775	1333
43	734	1060
44	795	1018
45	151	615
46	591	1147
47	40	1321
48	555	1296
49	907	986
50	370	772
51	1063	1382
52	318	429
53	322	791
54	605	613
55	1042	1380
56	276	1250
57	470	739
58	1037	1362
59	778	823

732 562 113
530 664 223
295 110 596
837 532 884
31 968 408
481 318 155
268 860 540
825 362 322
646 327 628
513 974 50
89 741 990
367 500 253
535 443 668
665 962 288
975 520 888
333 247 812
679 53 760
176 65 693
389 606 826
935 543 668
80 869 367
189 399 905
781 265 990
984 811 194
325 694 50
896 440 471
63 128 979
729 722 427
191 345 317
953 345 818
359 578 715
109 957 659
215 477 127
625 845 248
372 111 287
527 718 911
893 366 364
804 990 469
96 725 538
749 899 776
533 784 902
753 999 627
185 369 253
223 344 742
937 965 707
359 605 109
549 601 401
610 725 813
65 482 473
573 6 585
70 423 968
469 782 454
436 304 737
311 307 141
932 553 410
615 585 471
36 241 763
949 78 260
636 302 842
393 213 73
