40 3 4
1000 1000 1000
1000 1000 1000
1000 1000 1000
1000 1000 1000

0	901	938
1	1140	1288
2	858	1274
3	1332	1350
4	156	1007
5	223	1117
6	1315	1368
7	358	1385
8	1025	1099
9	649	693
10	632	1164
11	820	1266
12	458	839
13	803	1384
14	1191	1344
15	1214	1390
16	1170	1218
17	17	1070
18	250	622
19	1295	1387
20	158	1375
21	402	985
22	115	1020
23	975	1309
24	1207	1432
25	1095	1358
26	881	1328
27	1418	1425
28	51	437
29	1371	1428
30	975	1094
31	822	862
32	190	1366
33	817	1157
34	1064	1258
35	1247	1292
36	906	1404
37	470	473
38	421	947
39	1001	1326

556 176 98
235 820 541
518 350 892
776 470 336
210 97 647
113 414 935
332 849 437
207 841 45
744 641 6
360 579 325
763 433 424
369 533 755
588 694 987
130 179 218
264 630 955
764 166 864
237 103 128
396 984 93
325 667 421
58 836 19
865 790 872
619 135 400
554 717 506
342 142 501
529 519 167
513 874 485
85 162 969
883 26 501
117 217 907
661 57 704
989 69 379
319 736 753
845 600 443
446 50 613
877 854 83
570 655 673
372 843 739
405 641 937
906 86 81
364 534 582
