1000 3 4
1000 1000 1000
1000 1000 1000
1000 1000 1000
1000 1000 1000

0	96	1056
1	278	818
2	185	1348
3	570	1374
4	1407	1433
5	548	1106
6	187	606
7	131	1349
8	355	1186
9	552	841
10	1308	1408
11	1050	1275
12	276	432
13	452	936
14	1368	1380
15	364	462
16	1137	1291
17	1125	1337
18	1294	1388
19	1191	1300
20	672	1209
21	1195	1201
22	325	1224
23	169	1108
24	703	913
25	752	838
26	89	875
27	1425	1431
28	254	1351
29	542	1298
30	601	1321
31	101	1056
32	1122	1255
33	783	1151
34	1210	1215
35	516	558
36	414	668
37	689	1406
38	700	1178
39	383	545
40	1270	1272
41	1011	1312
42	1249	1356
43	188	269
44	400	483
45	433	679
46	167	308
47	753	1265
48	57	921
49	149	1319
50	521	938
51	1342	1390
52	149	250
53	789	893
54	1144	1236
55	280	292
56	1427	1429
57	899	980
58	18	857
59	534	764
60	685	692
61	1059	1198
62	852	968
63	1241	1406
64	835	1154
65	477	948
66	861	1058
67	491	1105
68	1144	1302
69	1282	1320
70	1206	1332
71	427	531
72	259	942
73	1157	1381
74	44	736
75	1077	1229
76	689	1090
77	859	1180
78	509	1073
79	304	1033
80	1418	1434
81	309	780
82	605	809
83	1199	1420
84	271	912
85	107	789
86	165	322
87	186	1280
88	811	882
89	200	879
90	1230	1315
91	699	1389
92	1387	1418
93	444	1134
94	166	305
95	455	1373
96	982	1177
97	1050	1383
98	1218	1258
99	653	730
100	217	700
101	1419	1424
102	704	1081
103	722	1406
104	1208	1439
105	1155	1262
106	177	460
107	620	1243
108	357	1260
109	296	1310
110	8	666
111	449	494
112	946	972
113	1041	1308
114	858	1357
115	1024	1125
116	484	581
117	1142	1179
118	925	1295
119	1237	1323
120	1405	1406
121	24	918
122	638	1322
123	121	233
124	1298	1316
125	1092	1217
126	735	765
127	1205	1411
128	1259	1311
129	234	655
130	1074	1301
131	858	914
132	885	1354
133	428	912
134	622	768
135	982	1035
136	1283	1405
137	384	422
138	422	1258
139	1213	1410
140	1205	1267
141	252	1280
142	1188	1379
143	1165	1412
144	106	1439
145	1170	1408
146	1137	1430
147	1305	1381
148	678	876
149	1421	1430
150	1	39
151	257	713
152	596	941
153	926	1353
154	149	710
155	546	1072
156	800	1244
157	448	595
158	692	1280
159	1014	1095
160	650	1105
161	917	1069
162	1326	1425
163	613	1016
164	753	1185
165	149	914
166	640	1412
167	513	620
168	337	773
169	1399	1415
170	215	997
171	1202	1230
172	292	1093
173	820	1289
174	1187	1245
175	1002	1237
176	593	1095
177	963	1042
178	584	627
179	1211	1246
180	466	1159
181	385	1352
182	56	1354
183	280	863
184	277	667
185	480	893
186	508	1094
187	350	528
188	331	779
189	114	597
190	454	704
191	373	393
192	332	550
193	289	292
194	260	444
195	380	383
196	771	1253
197	414	596
198	640	713
199	69	561
200	1101	1164
201	154	793
202	1267	1331
203	1328	1341
204	279	1047
205	396	1325
206	583	944
207	322	848
208	754	999
209	1419	1421
210	165	337
211	494	1348
212	601	819
213	826	1389
214	1114	1163
215	1191	1436
216	463	1067
217	702	1176
218	543	1215
219	580	1272
220	581	1163
221	923	1129
222	107	546
223	941	1435
224	450	824
225	1397	1428
226	1348	1440
227	573	601
228	514	806
229	1102	1425
230	1177	1330
231	884	986
232	449	496
233	1198	1403
234	377	880
235	89	1399
236	1419	1434
237	1043	1169
238	250	754
239	65	751
240	347	506
241	232	1288
242	360	1163
243	1347	1393
244	924	1433
245	1284	1410
246	193	352
247	1087	1111
248	842	1146
249	1308	1430
250	718	968
251	1172	1301
252	846	992
253	857	883
254	722	870
255	570	794
256	1261	1415
257	860	949
258	695	1416
259	338	393
260	1293	1361
261	253	1176
262	1033	1386
263	679	1144
264	619	1224
265	969	1306
266	872	963
267	648	1003
268	404	1360
269	603	1276
270	253	520
271	263	1303
272	836	861
273	1233	1312
274	391	687
275	1137	1273
276	466	689
277	1246	1406
278	99	1214
279	986	1154
280	322	1016
281	1400	1423
282	1287	1350
283	1110	1157
284	1220	1354
285	320	948
286	936	987
287	789	1013
288	774	1115
289	203	208
290	124	899
291	1260	1352
292	587	1272
293	18	1187
294	993	1010
295	870	1432
296	1163	1227
297	0	1058
298	843	940
299	637	1090
300	381	1404
301	961	1254
302	942	1138
303	608	1383
304	122	1251
305	1051	1427
306	239	1245
307	1334	1368
308	1077	1389
309	506	1284
310	1371	1399
311	239	623
312	990	1332
313	584	1218
314	203	1213
315	1243	1257
316	1289	1397
317	798	1383
318	785	1310
319	1306	1345
320	1106	1303
321	569	885
322	729	931
323	526	1291
324	158	257
325	743	1095
326	1056	1058
327	177	199
328	1036	1139
329	452	784
330	976	1368
331	949	1385
332	544	1236
333	818	824
334	392	899
335	494	561
336	1364	1420
337	1119	1179
338	943	968
339	161	1043
340	1272	1308
341	63	448
342	218	1297
343	34	1349
344	842	1219
345	351	1404
346	562	1163
347	430	931
348	1055	1211
349	1399	1417
350	1042	1075
351	40	1397
352	593	1253
353	550	1029
354	123	815
355	712	834
356	41	1345
357	1373	1407
358	937	1257
359	497	982
360	1187	1340
361	1013	1233
362	748	1221
363	1095	1357
364	946	1116
365	814	1082
366	627	756
367	1269	1351
368	779	1034
369	1411	1430
370	524	839
371	178	1149
372	946	1111
373	67	1087
374	64	1270
375	596	807
376	752	815
377	1296	1352
378	1091	1331
379	371	1428
380	813	983
381	967	1345
382	599	1352
383	1322	1427
384	1427	1429
385	288	983
386	336	366
387	1195	1198
388	40	471
389	652	969
390	290	1409
391	166	851
392	212	497
393	1283	1415
394	447	1066
395	63	1187
396	878	1275
397	418	720
398	922	1421
399	1439	1440
400	263	1228
401	430	1278
402	240	958
403	283	1011
404	891	1300
405	76	518
406	901	1214
407	879	1116
408	391	913
409	232	482
410	541	552
411	315	858
412	1425	1426
413	821	900
414	1120	1269
415	230	839
416	456	928
417	1250	1427
418	923	928
419	708	1076
420	582	1072
421	1239	1247
422	1225	1243
423	919	956
424	1260	1333
425	124	642
426	1260	1422
427	414	728
428	852	886
429	751	915
430	683	1045
431	936	979
432	1189	1395
433	1251	1341
434	573	1395
435	238	1003
436	542	1149
437	46	503
438	677	1205
439	414	420
440	1333	1355
441	607	677
442	1140	1327
443	1231	1257
444	1219	1371
445	1370	1396
446	1360	1405
447	14	802
448	1099	1282
449	576	679
450	602	1422
451	532	563
452	1206	1253
453	659	792
454	817	980
455	40	473
456	778	1254
457	147	1033
458	750	981
459	950	1140
460	34	761
461	1070	1293
462	1309	1404
463	1157	1259
464	1354	1407
465	1072	1289
466	54	164
467	319	573
468	1411	1437
469	194	868
470	562	1194
471	1307	1378
472	9	283
473	433	483
474	305	404
475	423	470
476	487	1033
477	1097	1351
478	909	1011
479	1254	1267
480	309	497
481	533	1086
482	394	865
483	607	894
484	279	1298
485	1292	1370
486	832	850
487	743	1364
488	1091	1394
489	1436	1438
490	902	1368
491	1088	1211
492	806	1417
493	1245	1293
494	472	680
495	125	877
496	1180	1403
497	1267	1307
498	278	1191
499	274	818
500	428	1247
501	848	1342
502	620	750
503	1431	1440
504	465	1266
505	845	1131
506	1266	1316
507	253	800
508	72	687
509	790	1392
510	736	1412
511	1297	1401
512	868	903
513	725	1112
514	1085	1390
515	1142	1338
516	175	185
517	427	636
518	629	895
519	540	1394
520	504	892
521	1210	1318
522	416	950
523	1041	1430
524	1047	1377
525	1414	1439
526	71	1200
527	371	1229
528	1049	1440
529	918	1337
530	923	998
531	799	1077
532	674	812
533	1129	1406
534	582	1021
535	362	592
536	679	884
537	965	998
538	966	1152
539	640	785
540	947	1370
541	729	1395
542	1014	1372
543	632	1205
544	623	950
545	1245	1313
546	328	910
547	1341	1436
548	634	1293
549	335	1146
550	494	704
551	748	1249
552	707	1403
553	564	824
554	961	1027
555	318	1280
556	1420	1436
557	1153	1262
558	502	1209
559	703	1270
560	300	835
561	1284	1369
562	769	883
563	514	1154
564	1008	1294
565	462	1326
566	799	1427
567	584	1350
568	1144	1321
569	1227	1394
570	200	911
571	1091	1318
572	797	1197
573	624	667
574	1227	1432
575	1008	1349
576	177	434
577	1157	1186
578	617	632
579	1202	1217
580	681	876
581	1023	1220
